header,true_label,true_label_id,pred_label,pred_label_id,second_best_label,confidence,entropy,margin,correct,original_label,prob_None,prob_DNA,prob_DNA/Academ-1,prob_DNA/CMC,prob_DNA/Kolobok,prob_DNA/P,prob_DNA/PIF-Harbinger,prob_DNA/PiggyBac,prob_DNA/Sola-2,prob_DNA/TcMar-Tc1,prob_DNA/hAT
PIF-Harbinger_19-aPelLes#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20051502,2.3123283,0.08535023,False,DNA/PIF-Harbinger,0.20051502,0.06234527,0.07695535,0.08906409,0.10292587,0.11516479,0.053597882,0.064677775,0.109290294,0.05195425,0.073509395
hAT_813-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20003888,2.3136694,0.08609745,False,DNA/hAT,0.20003888,0.06375476,0.07725935,0.0889985,0.102623284,0.11394143,0.053374168,0.065236315,0.10912257,0.051787272,0.0738634
hAT_857-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20002922,2.313631,0.08606058,False,DNA/hAT,0.20002922,0.0637385,0.07725826,0.08900179,0.10258851,0.11396864,0.05333413,0.06523113,0.109191015,0.05177611,0.073882595
PiggyBac_36-aPelLes#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20061292,2.3125181,0.085841276,False,DNA/PiggyBac,0.20061292,0.06282195,0.07694627,0.089063704,0.10266137,0.11477164,0.053514127,0.06492832,0.10932286,0.051821876,0.073534995
hAT_908-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19965848,2.3141823,0.08572002,False,DNA/hAT,0.19965848,0.063881606,0.07748218,0.08884706,0.102358125,0.113938466,0.05347578,0.06524022,0.10922753,0.0518367,0.07405391
hAT_955-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19943337,2.3145227,0.085299455,False,DNA/hAT,0.19943337,0.06399135,0.07740285,0.08881165,0.10234921,0.11413392,0.053514197,0.06549746,0.10898403,0.051932223,0.07394972
hAT_987-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19937032,2.3146212,0.08526302,False,DNA/hAT,0.19937032,0.06416045,0.077401504,0.088754185,0.10238818,0.1141073,0.05350288,0.06552416,0.10895362,0.05190655,0.07393078
hAT_1059-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19960795,2.3143008,0.085676774,False,DNA/hAT,0.19960795,0.06405298,0.077504,0.088754304,0.10228657,0.11393118,0.053496175,0.06527319,0.10923009,0.051812235,0.074051335
hAT_1079-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19983557,2.313962,0.085866146,False,DNA/hAT,0.19983557,0.064020224,0.07736027,0.0888417,0.10246148,0.11396942,0.05341802,0.06526387,0.10917122,0.051751785,0.073906444
hAT_1082-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19988224,2.3139138,0.08590298,False,DNA/hAT,0.19988224,0.06398965,0.077317394,0.08886232,0.102518946,0.11397926,0.05341114,0.06526859,0.10911623,0.05177379,0.073880434
hAT_1083-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19866328,2.315995,0.08502564,False,DNA/hAT,0.19866328,0.06524931,0.07775337,0.08829554,0.10200762,0.11363764,0.053670093,0.065842494,0.108867735,0.0519408,0.074072056
hAT_1085-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19966096,2.3141665,0.085673146,False,DNA/hAT,0.19966096,0.06400518,0.07731628,0.088882826,0.10253927,0.11398781,0.053450234,0.06531485,0.109107375,0.05183724,0.07389792
hAT_1099-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19855987,2.3161945,0.08503701,False,DNA/hAT,0.19855987,0.06540339,0.077745385,0.088311315,0.10199548,0.11352286,0.053656578,0.06591493,0.10883556,0.051971138,0.07408348
hAT_1106-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19876443,2.3158395,0.085070826,False,DNA/hAT,0.19876443,0.0651536,0.07771643,0.08829243,0.102051325,0.1136936,0.053678434,0.06578854,0.108869515,0.05193128,0.074060366
hAT_1114-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19857967,2.3161626,0.08508289,False,DNA/hAT,0.19857967,0.0653524,0.07777119,0.08835648,0.10196258,0.11349678,0.053629313,0.06587737,0.10886152,0.05198509,0.07412763
hAT_1131-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1985826,2.3160858,0.08493721,False,DNA/hAT,0.1985826,0.06532212,0.077695884,0.088313416,0.10205953,0.1136454,0.05367365,0.06586769,0.108843304,0.05196507,0.07403133
hAT_30-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19947542,2.3145459,0.08555449,False,DNA/hAT,0.19947542,0.06417864,0.07753158,0.08867745,0.10226636,0.113920934,0.05357226,0.06532612,0.10914993,0.051839747,0.07406152
hAT_43-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19980752,2.3140762,0.08589219,False,DNA/hAT,0.19980752,0.06416591,0.07734529,0.08878578,0.10241648,0.11391533,0.053417824,0.06534371,0.10915294,0.051751435,0.07389773
hAT_63-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19978312,2.3141398,0.085825175,False,DNA/hAT,0.19978312,0.06419259,0.077431075,0.088641904,0.1023112,0.11395794,0.0534937,0.065289944,0.10918847,0.05173276,0.07397725
hAT_78-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19874485,2.3158362,0.08502385,False,DNA/hAT,0.19874485,0.06533294,0.0776478,0.088274546,0.10205463,0.113721,0.053633403,0.06582475,0.10890656,0.051889375,0.07397019
hAT_84-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19970474,2.3141298,0.08572129,False,DNA/hAT,0.19970474,0.06417974,0.07729958,0.08880787,0.10244911,0.113983445,0.053434204,0.06534196,0.10918729,0.05175079,0.07386121
hAT_114-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19945978,2.3146014,0.08557464,False,DNA/hAT,0.19945978,0.064343326,0.077541806,0.08861883,0.102205135,0.113885134,0.053559147,0.06534232,0.10918492,0.05180402,0.07405549
hAT_123-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19985391,2.3140626,0.08592685,False,DNA/hAT,0.19985391,0.06427446,0.07731085,0.088712044,0.10243953,0.11392706,0.053446386,0.065343514,0.109112635,0.05172277,0.07385677
hAT_183-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19985665,2.3139431,0.08573397,False,DNA/hAT,0.19985665,0.064266264,0.07728052,0.08862912,0.10243456,0.11412268,0.053461384,0.06529055,0.10919627,0.05168128,0.0737808
PiggyBac_2-aPelLes#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20189609,2.310402,0.085780434,False,DNA/PiggyBac,0.20189609,0.063202925,0.0760298,0.088120535,0.10336241,0.11611565,0.05358997,0.06457285,0.10942779,0.051314708,0.07236728
TcMar-Tc1_6-aPelLes#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.2031079,2.307613,0.085778184,False,DNA/TcMar-Tc1,0.2031079,0.06119623,0.07519861,0.088913545,0.10415587,0.11732971,0.05366823,0.063477315,0.10978245,0.051347602,0.07182254
PIF-Harbinger_41-aPleWal#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19939435,2.3143227,0.08496999,False,DNA/PIF-Harbinger,0.19939435,0.06354961,0.07749665,0.08873535,0.102484606,0.114424355,0.05360843,0.065253116,0.10908531,0.05200724,0.073961005
PIF-Harbinger_52-aPleWal#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20056361,2.3127208,0.08589358,False,DNA/PIF-Harbinger,0.20056361,0.062948026,0.07717549,0.088817954,0.10279425,0.11467003,0.05347046,0.06491314,0.10906508,0.051853716,0.073728256
PiggyBac_43-aPleWal#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.19929451,2.314958,0.085524574,False,DNA/PiggyBac,0.19929451,0.06497548,0.077332415,0.08864795,0.10225422,0.11376993,0.053362034,0.06591842,0.10897468,0.051757842,0.07371253
PIF-Harbinger_13-aPleWal#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19993743,2.3142185,0.08578421,False,DNA/PIF-Harbinger,0.19993743,0.0658609,0.07685945,0.08795037,0.10257378,0.11415322,0.053362377,0.06584013,0.108842656,0.051418122,0.07320155
PIF-Harbinger_27-aPleWal#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20085718,2.3120353,0.085124016,False,DNA/PIF-Harbinger,0.20085718,0.06469341,0.07607903,0.08762619,0.10319438,0.11573316,0.05361606,0.06525288,0.10939395,0.051188853,0.07236491
PIF-Harbinger_30-aPleWal#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20130435,2.311289,0.08530551,False,DNA/PIF-Harbinger,0.20130435,0.064245656,0.075920105,0.0876835,0.10323015,0.115998834,0.05365997,0.06502866,0.10956037,0.051138762,0.07222971
hAT_62-aPleWal#DNA,DNA,1,None,0,DNA/P,0.19916385,2.3150833,0.08424392,False,DNA,0.19916385,0.07059323,0.07571731,0.0862232,0.102658145,0.11491993,0.05355992,0.06667607,0.10870897,0.05032565,0.07145363
hAT_65-aPleWal#DNA,DNA,1,None,0,DNA/P,0.2000056,2.3140037,0.08487619,False,DNA,0.2000056,0.07016064,0.07575154,0.08604848,0.10248947,0.11512942,0.053455368,0.06634277,0.10896899,0.05022214,0.07142548
hAT_39-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.2007576,2.312493,0.08624544,False,DNA/hAT,0.2007576,0.06349982,0.07718824,0.08880844,0.10244961,0.11451215,0.05323613,0.06496996,0.10936834,0.0515286,0.07368105
hAT_76-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20064759,2.312574,0.08610054,False,DNA/hAT,0.20064759,0.06342995,0.077039324,0.08882774,0.10254806,0.11454705,0.053294793,0.064977825,0.10944714,0.0516325,0.073607996
hAT_86-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20031747,2.3130796,0.08583376,False,DNA/hAT,0.20031747,0.06368445,0.07728003,0.08872115,0.10240859,0.114483714,0.053315934,0.06508528,0.10933563,0.05160539,0.07376246
hAT_96-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20038335,2.3129199,0.08577839,False,DNA/hAT,0.20038335,0.06365367,0.07722198,0.08869082,0.102460265,0.11460496,0.053326398,0.06505135,0.109361656,0.051560786,0.07368466
hAT_100-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20059529,2.312634,0.08598241,False,DNA/hAT,0.20059529,0.06340592,0.07722438,0.088797584,0.10244199,0.11461288,0.05331313,0.06493841,0.10938332,0.05158199,0.07370502
hAT_140-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20047008,2.3128507,0.08588655,False,DNA/hAT,0.20047008,0.06363746,0.07723049,0.088678345,0.10243338,0.11458352,0.053323165,0.06503479,0.10936322,0.05157075,0.073674686
hAT_141-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20052935,2.3127782,0.08593322,False,DNA/hAT,0.20052935,0.063633814,0.07723386,0.08868621,0.102402136,0.11459613,0.053308323,0.06501064,0.10936356,0.05154803,0.07368798
hAT_166-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20076503,2.3124092,0.08614458,False,DNA/hAT,0.20076503,0.06348838,0.07699299,0.08880413,0.10263742,0.11462045,0.053270783,0.06496509,0.109364636,0.0515676,0.0735234
hAT_174-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.2002533,2.3131282,0.08568945,False,DNA/hAT,0.2002533,0.06374709,0.07723703,0.088672586,0.102452934,0.114563845,0.053355493,0.065112635,0.109332725,0.051596943,0.07367543
hAT_181-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20005026,2.3134565,0.085531145,False,DNA/hAT,0.20005026,0.0639834,0.0771962,0.08856967,0.10253491,0.11451912,0.053390328,0.065200716,0.1092353,0.05164696,0.07367308
hAT_183-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20075327,2.3125198,0.08620896,False,DNA/hAT,0.20075327,0.0637187,0.07702189,0.08868939,0.10265377,0.11454431,0.053235758,0.065040186,0.10927531,0.051520318,0.07354711
hAT_197-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1998937,2.31369,0.08538938,False,DNA/hAT,0.1998937,0.06403888,0.07730306,0.08848222,0.10248627,0.114504315,0.05343399,0.065244466,0.109208286,0.05166258,0.073742144
hAT_224-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20028304,2.3130715,0.08570752,False,DNA/hAT,0.20028304,0.0637321,0.07711734,0.08872846,0.102572516,0.11457551,0.053359326,0.065088,0.10929855,0.05163363,0.073611476
hAT_244-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20036158,2.3129816,0.08574995,False,DNA/hAT,0.20036158,0.063646875,0.07708916,0.08873717,0.10254192,0.11461163,0.05338114,0.06506244,0.10931166,0.05165738,0.07359905
hAT_251-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19999455,2.313574,0.085456245,False,DNA/hAT,0.19999455,0.064054295,0.07726876,0.08842034,0.102495484,0.114538305,0.053456392,0.06523264,0.10922292,0.05162844,0.073687896
hAT_291-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20026867,2.3131862,0.085617796,False,DNA/hAT,0.20026867,0.06386866,0.07708052,0.08845045,0.10272939,0.114650875,0.053428747,0.06521016,0.10913401,0.051665083,0.07351344
hAT_308-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20059785,2.3125496,0.08588129,False,DNA/hAT,0.20059785,0.0633584,0.07703195,0.088816255,0.102641694,0.11471656,0.05335934,0.06491357,0.109366626,0.051620092,0.073577635
hAT_316-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20001444,2.3133793,0.08529237,False,DNA/hAT,0.20001444,0.06372629,0.0772631,0.08853122,0.10257398,0.11472207,0.053468112,0.06509198,0.109240934,0.051682573,0.073685326
hAT_321-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20069058,2.3125155,0.08596134,False,DNA/hAT,0.20069058,0.063592546,0.07705785,0.08861852,0.10264572,0.11472924,0.05332229,0.06499633,0.10929645,0.05153302,0.0735174
hAT_325-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20075029,2.3124695,0.0861451,False,DNA/hAT,0.20075029,0.06361346,0.076974556,0.08874082,0.10270117,0.11460519,0.0532698,0.06499923,0.109285064,0.051548887,0.07351149
hAT_329-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20016642,2.31336,0.08564644,False,DNA/hAT,0.20016642,0.06399138,0.07723949,0.08848832,0.10247227,0.114519976,0.053407144,0.06520069,0.109256186,0.051612962,0.07364515
hAT_350-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.2003622,2.312962,0.08569556,False,DNA/hAT,0.2003622,0.06379636,0.077071674,0.0886028,0.10257595,0.11466665,0.053383198,0.06508216,0.109337464,0.051592167,0.07352935
hAT_360-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20022984,2.3132079,0.085590534,False,DNA/hAT,0.20022984,0.06391779,0.07716286,0.08852715,0.10248208,0.114639305,0.053408913,0.065148816,0.1092804,0.05160308,0.07359985
hAT_376-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20011166,2.3133807,0.0854717,False,DNA/hAT,0.20011166,0.06399226,0.077203564,0.088410266,0.10258871,0.11463996,0.053447086,0.06519733,0.1091835,0.0516136,0.07361206
PIF-Harbinger_3-aPseCor#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.2012545,2.311223,0.08577638,False,DNA/PIF-Harbinger,0.2012545,0.062099885,0.07658694,0.08903069,0.10317235,0.11547812,0.05350089,0.0644473,0.10934242,0.051847335,0.073239565
hAT_12-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20147058,2.311254,0.08645377,False,DNA/hAT,0.20147058,0.06295226,0.07665907,0.08894171,0.102784485,0.11501681,0.053284835,0.06462774,0.109513134,0.05148343,0.073265985
hAT_20-aPseCor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20161648,2.310783,0.0862645,False,DNA/hAT,0.20161648,0.06265581,0.07653532,0.08892268,0.102969944,0.11535198,0.053308632,0.06444585,0.1096084,0.051432632,0.073152214
hAT_64-aRanImi#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19936995,2.314227,0.084762834,False,DNA/hAT,0.19936995,0.06373091,0.07732027,0.0888176,0.10247596,0.11460712,0.05358151,0.065285884,0.10914938,0.05191328,0.07374815
PIF-Harbinger_15-aRanImi#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20039983,2.3127117,0.08517337,False,DNA/PIF-Harbinger,0.20039983,0.0634982,0.076687284,0.08846448,0.10293027,0.11522646,0.0535844,0.06499263,0.109255515,0.051794257,0.07316672
TcMar-Tc1_15-aRanImi#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.2018427,2.3099535,0.08534201,False,DNA/TcMar-Tc1,0.2018427,0.06251757,0.07571065,0.08849991,0.10373383,0.11650068,0.0535463,0.06426593,0.10957113,0.05154117,0.07227022
CMC_1-aRanImi#DNA/CMC,DNA/CMC,3,None,0,DNA/P,0.20426062,2.3050773,0.08581329,False,DNA/CMC,0.20426062,0.05899449,0.07491025,0.08879624,0.10499855,0.118447326,0.053786162,0.06271731,0.10996806,0.051451873,0.07166906
PiggyBac_11-aRanImi#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20584038,2.3026664,0.08660105,False,DNA/PiggyBac,0.20584038,0.058819342,0.07455655,0.08826336,0.10499648,0.11923933,0.05371352,0.062306635,0.110323206,0.05082385,0.071117304
TcMar-Tc1_79-aRanImi#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20434602,2.3054006,0.08601395,False,DNA/TcMar-Tc1,0.20434602,0.06051144,0.07461621,0.08823833,0.10478213,0.118332066,0.053633913,0.06307039,0.11008043,0.051193047,0.07119614
TcMar-Tc1_87-aRanImi#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20441164,2.3052423,0.08609191,False,DNA/TcMar-Tc1,0.20441164,0.06045475,0.07449543,0.08845715,0.10487823,0.11831973,0.053538945,0.06308268,0.11004019,0.051195934,0.0711253
TcMar-Tc1_92-aRanImi#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20298873,2.3073416,0.08498908,False,DNA/TcMar-Tc1,0.20298873,0.061132178,0.074962385,0.08840925,0.104380086,0.11799965,0.05379434,0.06348019,0.110016055,0.051274247,0.071562916
hAT_1-aRanTem#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19937035,2.3141928,0.08490225,False,DNA/hAT,0.19937035,0.06306756,0.07749615,0.088818796,0.10289096,0.114468105,0.05362697,0.06517531,0.10893456,0.052105308,0.074045956
hAT_100-aRanTem#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19934252,2.3142233,0.084863104,False,DNA/hAT,0.19934252,0.06308036,0.07750113,0.08880824,0.10288067,0.114479415,0.05362964,0.06518364,0.108938195,0.052105367,0.07405088
hAT_135-aRanTem#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19964518,2.313814,0.08509018,False,DNA/hAT,0.19964518,0.06306736,0.077386424,0.08882705,0.10293213,0.114554994,0.05357096,0.06512822,0.1089458,0.052020326,0.07392156
hAT_104-aRanTem#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19975473,2.3137643,0.08527854,False,DNA/hAT,0.19975473,0.063183315,0.07738725,0.08887159,0.10281939,0.11447619,0.053536125,0.06513594,0.108943105,0.051981926,0.073910505
hAT_129-aRanTem#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19954978,2.313892,0.08491546,False,DNA/hAT,0.19954978,0.0631409,0.077350274,0.088884786,0.1027845,0.11463432,0.053578284,0.0651394,0.10904892,0.052028954,0.073859826
PiggyBac_1-aRanTem#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20092541,2.3119857,0.085960634,False,DNA/PiggyBac,0.20092541,0.062607564,0.07684087,0.08912723,0.10276007,0.114964776,0.05347721,0.0648139,0.10933398,0.05174558,0.073403366
PiggyBac_3-aRanTem#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20082115,2.3120947,0.08585294,False,DNA/PiggyBac,0.20082115,0.06262974,0.07685057,0.08911989,0.10279851,0.1149682,0.053485494,0.06482892,0.10932625,0.051763304,0.073407926
PIF-Harbinger_62-aRanTem#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20111173,2.3114765,0.08576519,False,DNA/PIF-Harbinger,0.20111173,0.06231941,0.076713555,0.08911362,0.10294357,0.11534654,0.053441077,0.064507455,0.10937391,0.051792856,0.07333626
PIF-Harbinger_82-aRanTem#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20094907,2.3113918,0.08528235,False,DNA/PIF-Harbinger,0.20094907,0.06188108,0.07664499,0.089250594,0.10313308,0.115666725,0.053588763,0.06438749,0.10937372,0.051869497,0.073255025
PIF-Harbinger_107-aRanTem#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19897611,2.3150797,0.08452729,False,DNA/PIF-Harbinger,0.19897611,0.06542404,0.0771863,0.088323966,0.1023385,0.11444882,0.05354952,0.06568689,0.10895309,0.051663317,0.073449366
PIF-Harbinger_2-aRanTem#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19864851,2.315685,0.08443398,False,DNA/PIF-Harbinger,0.19864851,0.06581936,0.07736317,0.08810034,0.10229961,0.11421453,0.053609695,0.06589589,0.10882717,0.05164719,0.07357456
PIF-Harbinger_5-aRanTem#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19946876,2.3144326,0.08500241,False,DNA/PIF-Harbinger,0.19946876,0.06527747,0.077135935,0.088285476,0.10234932,0.114466354,0.053468127,0.06553088,0.10908031,0.051541217,0.07339606
PIF-Harbinger_6-aRanTem#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19928655,2.314693,0.08483657,False,DNA/PIF-Harbinger,0.19928655,0.06525432,0.07720304,0.08829703,0.10233249,0.11444998,0.053519163,0.065589525,0.10900241,0.05159854,0.07346694
PIF-Harbinger_7-aRanTem#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19920652,2.3148184,0.08484088,False,DNA/PIF-Harbinger,0.19920652,0.0653158,0.07719587,0.08839007,0.10230115,0.11436564,0.053501572,0.06561001,0.109005325,0.05163097,0.07347712
PIF-Harbinger_23-aRanTem#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19907315,2.3154387,0.08503591,False,DNA/PIF-Harbinger,0.19907315,0.06654803,0.07727962,0.08747086,0.10216934,0.11403724,0.053524613,0.066070706,0.10896124,0.05143304,0.07343207
PIF-Harbinger_31-aRanTem#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19890735,2.3155065,0.084842935,False,DNA/PIF-Harbinger,0.19890735,0.066543974,0.077259205,0.087619945,0.102306664,0.11406441,0.05351845,0.06616788,0.10892435,0.051328823,0.0733589
TcMar-Tc1_23-aRanTem#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20370442,2.306377,0.085595936,False,DNA/TcMar-Tc1,0.20370442,0.06065704,0.07470182,0.08848133,0.104728706,0.11810848,0.05377099,0.06334029,0.109852724,0.05128534,0.071368895
TcMar-Tc1_25-aRanTem#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20370165,2.3063796,0.085599184,False,DNA/TcMar-Tc1,0.20370165,0.060670875,0.074699745,0.088478684,0.104729615,0.11810246,0.053762276,0.063342676,0.10986122,0.05128544,0.07136542
TcMar-Tc1_28-aRanTem#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20453191,2.305141,0.08613356,False,DNA/TcMar-Tc1,0.20453191,0.06037494,0.07453814,0.08837047,0.104878336,0.118398346,0.053690698,0.06307888,0.10990836,0.051081035,0.071148865
hAT_93-aRanTem#DNA,DNA,1,None,0,DNA/P,0.20608348,2.3034878,0.086796276,False,DNA,0.20608348,0.06748033,0.072724484,0.08488204,0.1046519,0.1192872,0.053246453,0.06429754,0.11055619,0.04880277,0.067987554
hAT_80-aRhiBiv#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19688451,2.3181949,0.0837424,False,DNA/hAT,0.19688451,0.067304604,0.07803641,0.08792614,0.101859435,0.11314211,0.05343177,0.06645176,0.10887803,0.051741995,0.07434318
TcMar-Tc1_2-aRhiBiv#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20340057,2.3071315,0.08624454,False,DNA/TcMar-Tc1,0.20340057,0.060369615,0.075420074,0.08912404,0.10405753,0.11715603,0.053554896,0.063518785,0.109945044,0.051326007,0.07212745
TcMar-Tc1_4-aRhiBiv#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20329297,2.3076313,0.086197674,False,DNA/TcMar-Tc1,0.20329297,0.06093969,0.075455196,0.088597074,0.10418047,0.11709529,0.053686935,0.063594624,0.109639235,0.051383518,0.07213501
hAT_132-aRhiBiv#DNA,DNA,1,None,0,DNA/P,0.2009438,2.311945,0.08537253,False,DNA,0.2009438,0.06576536,0.07606931,0.087562785,0.102926254,0.11557127,0.053298756,0.06535157,0.10952511,0.050743166,0.072242506
PIF-Harbinger_7-aRhiDor#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19849724,2.315898,0.08457694,False,DNA/PIF-Harbinger,0.19849724,0.06491982,0.07784437,0.0881661,0.10218652,0.113920294,0.05367318,0.065778576,0.108986996,0.051926482,0.07410039
PIF-Harbinger_8-aRhiDor#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19901194,2.3150856,0.084892355,False,DNA/PIF-Harbinger,0.19901194,0.06438778,0.07756997,0.088460326,0.102390826,0.11411958,0.05361605,0.0655286,0.10900362,0.051964644,0.073946685
PIF-Harbinger_10-aRhiDor#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19901371,2.3150792,0.08491778,False,DNA/PIF-Harbinger,0.19901371,0.064362794,0.07757418,0.08847295,0.10235785,0.114095934,0.05360197,0.065536566,0.10905289,0.05197251,0.073958695
PIF-Harbinger_22-aRhiDor#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.19911145,2.3149433,0.08495445,False,DNA/PIF-Harbinger,0.19911145,0.06429548,0.07758678,0.08845605,0.10236316,0.114157,0.053625025,0.06548464,0.10904134,0.051946454,0.073932685
